id,lat,lon,tolerance_m
3660,55.85565812,37.50029693,5
3661,55.70345813,37.92636047,10
3662,55.78670208,37.74888498,10
3663,55.57108865,37.51259437,10
3664,55.71208703,37.64216141,10
3665,55.67270678,37.5892002,5
3666,55.872628,37.61629151,5
3667,55.57426652,37.49955426,25
3668,55.80765443,37.71923793,10
3669,55.52820805,37.4921006,25
3670,55.97513591,37.16154721,10
3671,55.60306527,37.71649119,5
3672,55.53049702,37.44318098,5
3673,55.5502303,37.32153599,10
3674,55.7219897,37.40455805,5
3675,55.6586555,37.75307724,10
3676,55.71991322,37.41794699,5
3677,55.71077326,37.61301893,10
3678,55.57084586,37.47434388,5
3679,55.57108865,37.51259437,10
3680,55.52564818,37.50405058,25
3681,55.81749275,37.5699637,5
3682,55.7017787,37.7286224,5
3683,55.89387177,37.40310186,25
3684,55.88029326,37.49645824,25
3685,55.82331149,37.51218867,10
3686,55.96731485,37.17576206,10
3687,55.52663859,37.50567835,25
3688,55.72912838,37.77244723,10
3689,55.57108865,37.51259437,10
3690,55.75396685,37.62036529,5
3691,55.82247287,37.81175161,5
3692,55.65519237,37.41513147,25
3693,55.68066804,37.72316218,25
3694,55.74061963,37.85905595,25
3695,55.75063182,37.83270686,5
3696,55.97126298,37.16786025,10
3697,55.60370931,37.34452435,25
3698,55.70345813,37.92636047,10
3699,55.76547664,37.6794771,5
3700,55.86939326,37.59710401,5
3701,55.8874388,37.60696325,5
3702,55.52564818,37.50405058,25
3703,55.57108865,37.51259437,10
3704,55.62140042,37.2986623,5
3705,55.87611981,37.55585957,50
3706,55.74285173,37.76056998,10
3707,55.71835923,37.73433179,5
3708,55.60681874,37.74282705,5
3709,55.97962382,37.15121934,10
3710,55.89566069,37.62298711,5
3711,55.49509242,37.25443849,5
3712,55.59719588,37.5922803,10
3713,55.57108865,37.51259437,10
3714,55.57426652,37.49955426,25
3715,55.84512404,37.36375115,5
3716,55.7913743,37.82318744,10
3717,55.83224007,37.50701204,10
3718,55.71540952,37.53249939,10
3719,55.66198095,37.48656532,25
3720,55.63145083,37.7990209,25
3721,55.66831657,37.61534738,5
3722,55.70345813,37.92636047,10
3723,55.67601441,37.72395867,10
3724,55.7875161,37.46744167,5
3725,55.84104366,37.46174395,5
3726,55.5502303,37.32153599,10
3727,55.70345813,37.92636047,10
3728,55.52564818,37.50405058,25
3729,55.70345813,37.92636047,10
3730,55.88155933,37.68692521,5
3731,55.68409664,37.92834663,5
3732,55.84487104,37.36578155,5
3733,55.6432848,37.59841658,10
3734,55.70345813,37.92636047,10
3735,55.6561106,37.75674721,10
3736,55.96731485,37.17576206,10
3737,55.87176556,37.70460091,10
3738,55.60370931,37.34452435,25
3739,55.48669359,37.29965212,5
3740,55.70345813,37.92636047,10
3741,55.57426652,37.49955426,25
3742,55.52564818,37.50405058,25
3743,55.49509242,37.25443849,5
3744,55.60370931,37.34452435,25
3745,55.82313683,37.57873333,10
3746,55.84512404,37.36375115,5
3747,55.65519237,37.41513147,25
3748,55.65519237,37.41513147,25
3749,55.82479705,37.44907506,5
3750,55.64528116,37.73230855,5
3751,55.70345813,37.92636047,10
3752,55.70345813,37.92636047,10
3753,55.51939904,37.53074888,50
3754,55.57108865,37.51259437,10
3755,55.60370931,37.34452435,25
3756,55.52564818,37.50405058,25
3757,55.52564818,37.50405058,25
3758,55.86165546,37.66827659,5
3759,55.57426652,37.49955426,25
3760,55.62847605,37.48842593,5
3761,55.85870994,37.4709531,5
3762,55.57108865,37.51259437,10
3763,55.79725902,37.55830326,5
3764,55.84658043,37.48514898,10
3765,55.57108865,37.51259437,10
3766,55.57084586,37.47434388,5
3767,55.78932502,37.63989523,5
3768,55.52564818,37.50405058,25
3769,55.62140042,37.2986623,5
3770,55.57084586,37.47434388,5
3771,55.52663859,37.50567835,25
3772,55.82305701,37.52202628,5
3773,55.63174952,37.76431382,5
3774,55.57108865,37.51259437,10
3775,55.57108865,37.51259437,10
3776,55.5502303,37.32153599,10
3777,55.57426652,37.49955426,25
3778,55.88029326,37.49645824,25
3779,55.88029326,37.49645824,25
3780,55.52564818,37.50405058,25
3781,55.8750837,37.50790072,5
3782,55.73763633,37.42975377,5
3783,55.58151632,37.64330804,10
3784,55.52564818,37.50405058,25
3785,55.68394204,37.52987389,5
3786,55.52564818,37.50405058,25
3787,55.5384912,37.15614496,5
3788,55.79921178,37.5389162,5
3789,55.75766081,37.5636487,10
3790,55.84413227,37.36679642,5
3791,55.57108865,37.51259437,10
3792,55.52663859,37.50567835,25
3793,55.51939904,37.53074888,50
3794,55.79603256,37.71715441,5
3795,55.667078,37.61766174,5
3796,55.5267739,37.44109907,5
3797,55.57108865,37.51259437,10
3798,55.84440804,37.3480011,10
3799,55.57108865,37.51259437,10
3800,55.71366873,37.74613473,5
3801,55.87943329,37.56052427,25
3802,55.88029326,37.49645824,25
3803,55.60370931,37.34452435,25
3804,55.83912486,37.37232387,5
3805,55.87486106,37.62063034,5
3806,55.57108865,37.51259437,10
3807,55.52564818,37.50405058,25
3808,55.62225984,37.29708288,5
3809,55.52464377,37.37443481,5
3810,55.83306007,37.53005631,10
3811,55.57426652,37.49955426,25
3812,55.8008056,37.39023837,25
3813,55.84512404,37.36375115,5
3814,55.73869703,37.49522914,5
3815,55.52564818,37.50405058,25
3816,55.71955507,37.78066951,10
3817,55.85019057,37.66711999,5
3818,55.78761568,37.57127784,5
3819,55.75396685,37.62036529,5
3820,55.70345813,37.92636047,10
3821,55.59354616,37.36480675,5
3822,55.57084586,37.47434388,5
3823,55.86486842,37.55892522,10
3824,55.740336,37.86731508,25
3825,55.80071919,37.77127101,25
3826,55.85498924,37.45003396,5
3827,55.72337049,37.4229526,5
3828,55.88029326,37.49645824,25
3829,55.68409664,37.92834663,5
3830,55.57426652,37.49955426,25
3831,55.84512404,37.36375115,5
3832,55.73365252,37.67261483,5
3833,55.87794456,37.58732663,25
3834,55.81340018,37.72879166,10
3835,55.49526009,37.25548938,5
3836,55.84425126,37.49595701,5
3837,55.52564818,37.50405058,25
3838,55.79077228,37.4911303,5
3839,55.60975806,37.5779351,5
3840,55.57108865,37.51259437,10
3841,55.70345813,37.92636047,10
3842,55.52564818,37.50405058,25
3843,55.57426652,37.49955426,25
3844,55.57084586,37.47434388,5
3845,55.65519237,37.41513147,25
3846,55.57426652,37.49955426,25
3847,55.80888282,37.73468178,10
3848,55.64387107,37.71026359,5
3849,55.7584679,37.55243599,10
3850,55.74757182,37.78228642,5
3851,55.86807475,37.66021842,5
3852,55.52663859,37.50567835,25
3853,55.73902133,37.85473307,10
3854,55.57426652,37.49955426,25
3855,55.62140042,37.2986623,5
3856,55.87418725,37.71856793,5
3857,55.57426652,37.49955426,25
3858,55.80071919,37.77127101,25
3859,55.57426652,37.49955426,25
3860,55.57133755,37.32069958,10
3861,55.69680084,37.66890073,5
3862,55.60579377,37.66181745,5
3863,55.65450509,37.52224105,10
3864,55.52564818,37.50405058,25
3865,55.57426652,37.49955426,25
3866,55.87770182,37.48291365,25
3867,55.57426652,37.49955426,25
3868,55.6968765,37.57511277,5
3869,55.57426652,37.49955426,25
3870,55.52564818,37.50405058,25
3871,55.58532373,37.64234214,10
3872,55.78220022,37.47859862,10
3873,55.57049609,37.57319016,25
3874,55.65147309,37.46875154,10
3875,55.62224951,37.29664334,5
3876,55.72186633,37.44511718,5
3877,55.8387075,37.53194732,25
3878,55.60940824,37.72766023,5
3879,55.57426652,37.49955426,25
3880,55.88029326,37.49645824,25
3881,55.57108865,37.51259437,10
3882,55.70323208,37.73798232,10
3883,55.57426652,37.49955426,25
3884,55.52564818,37.50405058,25
3885,55.607198,37.65445881,5
3886,55.57426652,37.49955426,25
3887,55.97209707,37.16410355,10
3888,55.66236172,37.51519272,5
3889,55.86384326,37.60811007,5
3890,55.93289762,37.55225809,25
3891,55.57426652,37.49955426,25
3892,55.73315546,37.75188774,10
3893,55.52663859,37.50567835,25
3894,55.88029326,37.49645824,25
3895,55.7282999,37.61471286,10
3896,55.63149361,37.4790223,5
3897,55.49526009,37.25548938,5
3898,56.00043235,37.20589457,5
3899,55.83206137,37.50114687,10
3900,55.70345813,37.92636047,10
3901,55.57426652,37.49955426,25
3902,55.62224951,37.29664334,5
3903,55.60404722,37.58535246,5
3904,55.74675893,37.8263837,25
3905,55.57426652,37.49955426,25
3906,55.69424924,37.55823038,5
3907,55.71621053,37.45956643,5
3908,55.80882919,37.65303991,5
3909,55.62094695,37.30000871,10
3910,55.68226707,37.64075778,5
3911,55.8627202,37.61509121,5
3912,55.6561506,37.41250032,25
3913,56.00397913,37.19372747,25
3914,55.67994013,37.53301608,5
3915,55.78610382,37.474437,5
3916,55.57426652,37.49955426,25
3917,55.64598088,37.47923406,5
3918,55.71858914,37.83163567,5
3919,55.87438267,37.72353347,5
3920,55.57426652,37.49955426,25
3921,55.74641068,37.68260053,5
3922,55.60370931,37.34452435,25
3923,55.57426652,37.49955426,25
3924,55.52564818,37.50405058,25
3925,55.79410758,37.63316797,10
3926,55.52564818,37.50405058,25
3927,55.68479031,37.71819734,25
3928,55.79669384,37.76900914,25
3929,55.62754148,37.52165405,5
3930,55.57133755,37.32069958,10
3931,55.88893784,37.40328368,25
3932,55.75674284,37.67957347,5
3933,55.57108865,37.51259437,10
3934,55.70392298,37.92561568,5
3935,55.70345813,37.92636047,10
3936,55.86626063,37.50967632,25
3937,55.52564818,37.50405058,25
3938,55.65519237,37.41513147,25
3939,55.65519237,37.41513147,25
3940,55.86012883,37.52067977,5
3941,55.85782453,37.51353484,25
3942,55.85545637,37.56329026,25
3943,55.74357243,37.82806178,10
3944,55.70009036,37.48869246,25
3945,55.79251577,37.48757641,5
3946,55.52663859,37.50567835,25
3947,55.50954076,37.55828294,25
3948,55.87096433,37.55469969,25
3949,55.84512404,37.36375115,5
3950,55.81503387,37.59808767,5
3951,55.49364871,37.25327773,5
3952,55.5581453,37.32929228,10
3953,55.78962315,37.78617141,25
3954,56.00111419,37.2067411,5
3955,55.75250722,37.71012154,5
3956,55.84512404,37.36375115,5
3957,55.9787035,37.15435142,10
3958,55.70392298,37.92561568,5
3959,55.50645139,37.57379782,25
3960,55.59575554,37.64463094,25
3961,55.66704104,37.51916257,5
3962,55.88029326,37.49645824,25
3963,55.61481026,37.30515504,5
3964,55.75396685,37.62036529,5
3965,55.51939904,37.53074888,50
3966,55.57108865,37.51259437,10
3967,55.68916351,37.46569112,10
3968,55.57387618,37.47521974,5
3969,55.83206137,37.50114687,10
3970,55.80904402,37.80622292,25
3971,55.80369366,37.61152571,5
3972,55.62277405,37.59052289,5
3973,55.61365713,37.71539241,5
3974,55.57426652,37.49955426,25
3975,55.57426652,37.49955426,25
3976,55.65751032,37.574187,5
3977,55.57426652,37.49955426,25
3978,55.65519237,37.41513147,25
3979,55.77750759,37.61767423,5
3980,55.7538107,37.80591854,5
3981,55.89117248,37.65491018,10
3982,55.79463025,37.81173048,25
3983,55.63468059,37.46992154,5
3984,55.71952785,37.83101532,10
3985,55.70524891,37.79306065,10
3986,55.82577989,37.45229301,5
3987,55.52663859,37.50567835,25
3988,55.60370931,37.34452435,25
3989,55.57426652,37.49955426,25
3990,55.57426652,37.49955426,25
3991,55.57108865,37.51259437,10
3992,55.57426652,37.49955426,25
3993,55.84518362,37.52398552,25
3994,55.52663859,37.50567835,25
3995,55.84512404,37.36375115,5
3996,55.60370931,37.34452435,25
3997,55.75315709,37.50827548,10
3998,55.52564818,37.50405058,25
3999,55.96731485,37.17576206,10
4000,55.68270737,37.85527912,10
4001,55.5502303,37.32153599,10
4002,55.52564818,37.50405058,25
4003,55.52564818,37.50405058,25
4004,55.88029326,37.49645824,25
4005,55.70345813,37.92636047,10
4006,55.66831657,37.61534738,5
4007,55.62140042,37.2986623,5
4008,55.87326766,37.67990815,5
4009,55.68409664,37.92834663,5
4010,55.60370931,37.34452435,25
4011,55.60370931,37.34452435,25
4012,55.52564818,37.50405058,25
4013,55.97374637,37.1566814,5
4014,55.52564818,37.50405058,25
4015,55.61440785,37.28567832,10
4016,55.72269328,37.78599339,5
4017,55.88029326,37.49645824,25
4018,55.52663859,37.50567835,25
4019,55.65457052,37.76386546,10
4020,55.57426652,37.49955426,25
4021,55.52762358,37.43918661,5
4022,55.52663859,37.50567835,25
4023,55.70345813,37.92636047,10
4024,55.71459734,37.73165925,5
4025,55.88029326,37.49645824,25
4026,55.52663859,37.50567835,25
4027,55.59596454,37.44784544,5
4028,55.65153646,37.60249413,5
4029,55.56419466,37.57683678,5
4030,55.52663859,37.50567835,25
4031,55.52663859,37.50567835,25
4032,55.70345813,37.92636047,10
4033,55.70345813,37.92636047,10
4034,55.81520131,37.65522226,5
4035,55.60370931,37.34452435,25
4036,55.70345813,37.92636047,10
4037,55.57371549,37.47590924,5
4038,55.51849614,37.43961818,10
4039,55.77567231,37.69149708,25
4040,55.57426652,37.49955426,25
4041,55.57084586,37.47434388,5
4042,55.60370931,37.34452435,25
4043,55.86633993,37.65312735,25
4044,55.52564818,37.50405058,25
4045,55.59370858,37.36729548,5
4046,55.57426652,37.49955426,25
4047,55.68916351,37.46569112,10
4048,55.66754601,37.54484764,5
4049,55.80876605,37.63399291,10
4050,55.78337544,37.74200973,10
4051,55.68409664,37.92834663,5
4052,55.85774576,37.50653624,25
4053,55.57084586,37.47434388,5
4054,55.74110864,37.58868201,10
4055,55.90439984,37.57990098,5
4056,55.57084586,37.47434388,5
4057,55.86503077,37.44575401,25
4058,55.80993377,37.71991928,10
4059,55.60288663,37.45081958,5
4060,55.85796048,37.41794839,5
4061,55.57084586,37.47434388,5
4062,55.61043495,37.73604967,5
4063,55.60370931,37.34452435,25
4064,55.5502303,37.32153599,10
4065,55.6551339,37.40907083,10
4066,55.72071025,37.51438698,10
4067,55.84512404,37.36375115,5
4068,55.52663859,37.50567835,25
4069,55.52564818,37.50405058,25
4070,55.57108865,37.51259437,10
4071,55.57426652,37.49955426,25
4072,55.57108865,37.51259437,10
4073,55.57084586,37.47434388,5
4074,55.52663859,37.50567835,25
4075,55.52663859,37.50567835,25
4076,55.52564818,37.50405058,25
4077,55.68409664,37.92834663,5
4078,55.65519237,37.41513147,25
4079,55.67598031,37.76751392,5
4080,55.85604546,37.58780016,10
4081,55.85398927,37.44888254,10
4082,55.87611981,37.55585957,50
4083,55.52464377,37.37443481,5
4084,55.57108865,37.51259437,10
4085,55.62163733,37.47296091,5
4086,55.82576943,37.58007506,5
4087,55.86165546,37.66827659,5
4088,55.70345813,37.92636047,10
4089,55.68426398,37.68288786,5
4090,55.57108865,37.51259437,10
4091,55.57426652,37.49955426,25
4092,55.76785661,37.40873996,10
4093,55.8008056,37.39023837,25
4094,55.83206137,37.50114687,10
4095,55.73729072,37.83420378,10
4096,55.88029326,37.49645824,25
4097,55.68916351,37.46569112,10
4098,55.88029326,37.49645824,25
4099,55.52663859,37.50567835,25
4100,55.49439426,37.25338952,5
4101,55.57133755,37.32069958,10
4102,55.52663859,37.50567835,25
4103,55.57426652,37.49955426,25
4104,55.62224951,37.29664334,5
4105,55.56990285,37.56414143,10
4106,55.86952027,37.67356995,5
4107,55.78039123,37.52694032,5
4108,55.70345813,37.92636047,10
4109,55.5502303,37.32153599,10
4110,55.86045232,37.56985579,5
4111,55.57426652,37.49955426,25
4112,55.57426652,37.49955426,25
4113,55.64845058,37.53412643,5
4114,55.76348864,37.53739683,5
4115,55.5502303,37.32153599,10
4116,55.57426652,37.49955426,25
4117,55.67156238,37.75078565,5
4118,55.79077962,37.82426236,10
4119,55.68409664,37.92834663,5
4120,55.85636596,37.6683229,5
4121,55.57426652,37.49955426,25
4122,55.57108865,37.51259437,10
4123,55.60370931,37.34452435,25
4124,55.59444882,37.44743723,5
4125,55.60676904,37.75192304,5
4126,55.60370931,37.34452435,25
4127,55.70988156,37.50115973,5
4128,55.60370931,37.34452435,25
4129,55.73200736,37.75925615,10
4130,55.52464377,37.37443481,5
4131,55.51849614,37.43961818,10
4132,55.75396685,37.62036529,5
4133,55.6560831,37.56646426,5
4134,55.52464377,37.37443481,5
4135,55.57426652,37.49955426,25
4136,55.59596454,37.44784544,5
4137,55.62224951,37.29664334,5
4138,55.63234934,37.76616302,5
4139,55.86381061,37.55543763,25
4140,55.79410758,37.63316797,10
4141,55.75396685,37.62036529,5
4142,55.57426652,37.49955426,25
4143,55.85866011,37.42086815,10
4144,55.82257921,37.64393996,25
4145,55.52564818,37.50405058,25
4146,55.52663859,37.50567835,25
4147,55.52464377,37.37443481,5
4148,55.57084586,37.47434388,5
4149,55.58524949,37.6605722,10
4150,55.62140042,37.2986623,5
4151,55.70345813,37.92636047,10
4152,55.87640566,37.51046615,10
4153,55.57426652,37.49955426,25
4154,55.85498924,37.45003396,5
4155,55.52564818,37.50405058,25
4156,55.57426652,37.49955426,25
4157,55.57084586,37.47434388,5
4158,55.60271748,37.72145429,5
4159,55.75396685,37.62036529,5
4160,55.59425437,37.60295818,5
4161,55.78644084,37.46249906,10
4162,55.52663859,37.50567835,25
4163,55.60370931,37.34452435,25
4164,55.84057113,37.37768269,5
4165,55.50954076,37.55828294,25
4166,55.70345813,37.92636047,10
4167,55.86033119,37.65874261,5
4168,56.00221295,37.19969208,25
4169,55.60370931,37.34452435,25
4170,55.52564818,37.50405058,25
4171,55.78659599,37.59418859,10
4172,55.57426652,37.49955426,25
4173,55.52663859,37.50567835,25
4174,55.99405605,37.21902886,5
4175,55.70874971,37.78329101,10
4176,55.84512404,37.36375115,5
4177,55.87013404,37.64359385,10
4178,55.52464377,37.37443481,5
4179,55.52564818,37.50405058,25
4180,55.81265401,37.45221474,5
4181,55.8700407,37.63465412,10
4182,55.64332845,37.49966903,25
4183,55.62225984,37.29708288,5
4184,55.60579377,37.66181745,5
4185,55.65519237,37.41513147,25
4186,55.70345813,37.92636047,10
4187,55.56210022,37.47204913,5
4188,55.57426652,37.49955426,25
4189,55.57883387,37.46500169,10
4190,55.74321251,37.87161082,25
4191,55.80049387,37.82140473,5
4192,55.57084586,37.47434388,5
4193,55.49494462,37.25334169,5
4194,55.62224951,37.29664334,5
4195,55.62105403,37.29970702,5
4196,55.57883387,37.46500169,10
4197,55.49512711,37.25532957,5
4198,55.65519237,37.41513147,25
4199,55.80118735,37.7675154,25
4200,55.73267584,37.72207616,10
4201,55.68916351,37.46569112,10
4202,55.70345813,37.92636047,10
4203,55.52464377,37.37443481,5
4204,55.8307402,37.34855607,10
4205,55.83830044,37.53244442,25
4206,55.75396685,37.62036529,5
4207,55.6753761,37.7429408,5
4208,55.52564818,37.50405058,25
4209,55.60370931,37.34452435,25
4210,55.75753523,37.7890801,10
4211,56.00095214,37.2071438,10
4212,55.7965831,37.7076304,10
4213,55.56293739,37.46840823,5
4214,55.57084586,37.47434388,5
4215,55.62140042,37.2986623,5
4216,55.84512404,37.36375115,5
4217,55.8008056,37.39023837,25
4218,55.97710516,37.15182678,25
4219,55.52564818,37.50405058,25
4220,55.80021253,37.71809296,10
4221,55.57426652,37.49955426,25
4222,55.68409664,37.92834663,5
4223,55.67520568,37.72052949,5
4224,55.52564818,37.50405058,25
4225,55.62311937,37.60296279,5
4226,55.57426652,37.49955426,25
4227,55.57426652,37.49955426,25
4228,55.57426652,37.49955426,25
4229,55.57108865,37.51259437,10
4230,55.88029326,37.49645824,25
4231,55.62225984,37.29708288,5
4232,55.80753126,37.72091407,10
4233,55.96731485,37.17576206,10
4234,55.63843101,37.66720308,5
4235,55.57426652,37.49955426,25
4236,55.57426652,37.49955426,25
4237,55.62162127,37.73616965,5
4238,55.51939904,37.53074888,50
4239,55.88029326,37.49645824,25
4240,55.57426652,37.49955426,25
4241,55.49526009,37.25548938,5
4242,55.52564818,37.50405058,25
4243,55.83820411,37.42851254,5
4244,55.6851377,37.67880324,5
4245,55.57426652,37.49955426,25
4246,55.75396685,37.62036529,5
4247,55.65519237,37.41513147,25
4248,55.57426652,37.49955426,25
4249,55.81393102,37.7976335,25
4250,55.72621144,37.6078146,10
4251,55.61679302,37.69948934,10
4252,55.65519237,37.41513147,25
4253,55.57426652,37.49955426,25
4254,55.68156073,37.64922863,5
4255,55.82874969,37.4995989,25
4256,55.72258028,37.40952831,5
4257,55.65173473,37.59237728,5
4258,55.86430591,37.56074285,10
4259,55.52564818,37.50405058,25
4260,55.57426652,37.49955426,25
4261,55.60119587,37.60460496,5
4262,55.57205007,37.5741924,25
4263,55.64768221,37.72906294,5
4264,55.61144194,37.25391522,10
4265,55.51849614,37.43961818,10
4266,55.69140974,37.60454785,5
4267,55.59189695,37.29164873,25
4268,55.57108865,37.51259437,10
4269,55.56293739,37.46840823,5
4270,55.96731485,37.17576206,10
4271,55.89620487,37.53379968,5
4272,55.80385011,37.79263225,25
4273,55.76171374,37.40804674,25
4274,55.60370931,37.34452435,25
4275,55.83587421,37.53283438,25
4276,55.77729968,37.63090453,5
4277,55.74966122,37.50754847,5
4278,55.5867663,37.65847589,5
4279,55.56293739,37.46840823,5
4280,55.52564818,37.50405058,25
4281,55.5754275,37.58434001,5
4282,55.67710715,37.74478561,25
4283,55.62309102,37.70738565,5
4284,55.7840441,37.63746312,5
4285,55.60370931,37.34452435,25
4286,55.57108865,37.51259437,10
4287,55.86537063,37.62544279,5
4288,55.5254283,37.50262678,25
4289,55.88945649,37.67691002,5
4290,55.74933864,37.79355651,10
4291,55.71475754,37.65986758,5
4292,55.62224951,37.29664334,5
4293,55.52564818,37.50405058,25
4294,55.96731485,37.17576206,10
4295,55.648049,37.71949823,5
4296,55.65519237,37.41513147,25
4297,55.55097465,37.45917072,5
4298,55.52564818,37.50405058,25
4299,55.61756039,37.64771376,5
4300,55.57108865,37.51259437,10
4301,55.78088025,37.51607947,5
4302,55.68916351,37.46569112,10
4303,55.82271652,37.44945871,5
4304,55.52564818,37.50405058,25
4305,55.82463066,37.80710179,10
4306,55.85596951,37.48667568,5
4307,55.73191873,37.53905512,5
4308,55.79410758,37.63316797,10
4309,55.79410758,37.63316797,10
4310,55.68530133,37.52204665,5
4311,55.57426652,37.49955426,25
4312,55.88243209,37.49427607,25
4313,55.84512404,37.36375115,5
4314,55.56934873,37.48525508,10
4315,55.57108865,37.51259437,10
4316,55.52564818,37.50405058,25
4317,55.85498924,37.45003396,5
4318,55.75396685,37.62036529,5
4319,55.57108865,37.51259437,10
4320,55.60370931,37.34452435,25
4321,55.51849614,37.43961818,10
4322,55.88029326,37.49645824,25
4323,55.73283743,37.82522695,10
4324,55.57108865,37.51259437,10
4325,55.52464377,37.37443481,5
4326,55.57108865,37.51259437,10
4327,55.8484516,37.58332972,5
4328,55.85650687,37.41664721,5
4329,55.52564818,37.50405058,25
4330,55.85609593,37.51957009,25
4331,55.84512404,37.36375115,5
4332,55.82874969,37.4995989,25
4333,55.84512404,37.36375115,5
4334,55.57108865,37.51259437,10
4335,55.57108865,37.51259437,10
4336,55.75396685,37.62036529,5
4337,55.75396685,37.62036529,5
4338,55.57108865,37.51259437,10
4339,55.55097465,37.45917072,5
4340,55.86266335,37.61194819,5
4341,55.6315246,37.32443667,5
4342,55.75396685,37.62036529,5
4343,55.98028371,37.15075104,10
4344,55.52820805,37.4921006,25
4345,55.56293739,37.46840823,5
4346,55.57108865,37.51259437,10
4347,55.65519237,37.41513147,25
4348,55.60370931,37.34452435,25
4349,55.98293224,37.19674052,25
4350,55.6315246,37.32443667,5
4351,55.85855254,37.42551002,25
4352,55.66840454,37.46979245,10
4353,55.73155324,37.4422704,5
4354,56.0042497,37.19577347,25
4355,55.52564818,37.50405058,25
4356,55.52464377,37.37443481,5
4357,55.85151643,37.52369827,25
4358,55.49526009,37.25548938,5
4359,55.75396685,37.62036529,5
4360,55.8008056,37.39023837,25
4361,55.52663859,37.50567835,25
4362,55.52564818,37.50405058,25
4363,55.64817108,37.60295384,5
4364,55.81152987,37.71267516,25
4365,55.57426652,37.49955426,25
4366,55.82175394,37.51841588,5
4367,55.62140042,37.2986623,5
4368,55.84512404,37.36375115,5
4369,55.70345813,37.92636047,10
4370,55.63130432,37.32309478,5
4371,55.57426652,37.49955426,25
4372,55.78557734,37.46521994,10
4373,55.71201424,37.50336665,5
4374,55.51939904,37.53074888,50
4375,55.67120006,37.74387171,5
4376,55.63244961,37.32262553,5
4377,55.62105403,37.29970702,5
4378,55.62105403,37.29970702,5
4379,55.52464377,37.37443481,5
4380,55.74103446,37.8602638,25
4381,55.75396685,37.62036529,5
4382,55.83874937,37.53419791,25
4383,55.75396685,37.62036529,5
4384,55.82971799,37.66262816,5
4385,55.63130432,37.32309478,5
4386,55.71187042,37.88395926,10
4387,55.81222149,37.64781546,5
4388,55.83201708,37.50397305,10
4389,55.75396685,37.62036529,5
4390,55.63130432,37.32309478,5
4391,55.84704791,37.4332746,10
4392,55.56293739,37.46840823,5
4393,55.55097465,37.45917072,5
4394,55.88029326,37.49645824,25
4395,55.51939904,37.53074888,50
4396,55.84521909,37.58710018,5
4397,55.88029326,37.49645824,25
4398,55.60370931,37.34452435,25
4399,55.52564818,37.50405058,25
4400,55.82935322,37.45364048,5
4401,55.84512404,37.36375115,5
4402,55.81434303,37.72871446,10
4403,55.7733374,37.65038817,5
4404,55.99196939,37.2249843,25
4405,55.46849206,37.53755798,25
4406,55.6315246,37.32443667,5
4407,55.97403714,37.15129068,10
4408,55.85498924,37.45003396,5
4409,55.72132019,37.40057516,5
4410,55.6196074,37.60570808,5
4411,55.52464377,37.37443481,5
4412,55.57108865,37.51259437,10
4413,55.65595785,37.5240365,10
4414,55.52663859,37.50567835,25
4415,55.55097465,37.45917072,5
4416,55.52663859,37.50567835,25
4417,55.74736661,37.82660153,25
4418,55.57108865,37.51259437,10
4419,55.62148023,37.60585201,5
4420,55.6315246,37.32443667,5
4421,55.5502303,37.32153599,10
4422,55.62140042,37.2986623,5
4423,55.63130432,37.32309478,5
4424,55.70392298,37.92561568,5
4425,55.87484207,37.58976048,25
4426,55.60553442,37.73565397,10
4427,55.66772014,37.7863464,10
4428,55.7421696,37.54556183,5
4429,55.62231019,37.29686449,5
4430,55.59444882,37.44743723,5
4431,55.82715748,37.5783257,5
4432,55.80223996,37.39110892,10
4433,55.648049,37.71949823,5
4434,55.72305841,37.42379395,5
4435,55.75396685,37.62036529,5
4436,55.88029326,37.49645824,25
4437,55.61452513,37.59260471,5
4438,55.84512404,37.36375115,5
4439,55.57426652,37.49955426,25
4440,55.70644767,37.46616856,25
4441,55.65519237,37.41513147,25
4442,55.57426652,37.49955426,25
4443,55.7786513,37.4926832,10
4444,55.88029326,37.49645824,25
4445,55.70278503,37.4538404,10
4446,55.70345813,37.92636047,10
4447,55.87153878,37.63754621,10
4448,55.65361512,37.55754605,5
4449,55.96731485,37.17576206,10
4450,55.68916351,37.46569112,10
4451,55.52669984,37.44230861,10
4452,55.80223996,37.39110892,10
4453,55.57108865,37.51259437,10
4454,55.49522106,37.2537071,5
4455,55.72920154,37.45468459,5
4456,55.63130432,37.32309478,5
4457,55.51939904,37.53074888,50
4458,55.60577535,37.74461428,5
4459,55.73059418,37.66350872,5
4460,55.62140042,37.2986623,5
4461,55.55097465,37.45917072,5
4462,55.57426652,37.49955426,25
4463,55.5534059,37.34133172,5
4464,55.60370931,37.34452435,25
4465,55.87126362,37.59797658,5
4466,55.58864084,37.64094006,10
4467,55.52564818,37.50405058,25
4468,55.52663859,37.50567835,25
4469,55.50954076,37.55828294,25
4470,55.50044414,37.19777685,25
4471,55.6887947,37.73104109,10
4472,55.80470299,37.70998635,25
4473,55.63130432,37.32309478,5
4474,55.58970196,37.37700627,25
4475,55.79018201,37.77110923,5
4476,55.75396685,37.62036529,5
4477,55.52663859,37.50567835,25
4478,55.58959932,37.45499391,25
4479,55.67869944,37.69977098,10
4480,55.52663595,37.50298876,25
4481,55.50062176,37.36443784,5
4482,55.52564818,37.50405058,25
